pid_Y_TEH;Panel;LW;3108;;32-bit Float
pid_Y_TEHl;Panel;LW;3109;;32-bit Float
number_of_mixing_fans;Panel;LW;3200;Количество перемешивающих вентиляторов;16-bit Unsigned
mk_ai_filtr;Panel;LW;3201;Массив для фильтрации аналоговых входов;16-bit Unsigned
mk_ai_filtr_first_record;Panel;LW;3209;Флаг первого обращения к массиву фильтрации (чтобы первоначально заполнить);16-bit Unsigned
cnt_time_rpm_reg_M1;Panel;LW;3210;Счётчик;16-bit Unsigned
cnt_time_rpm_reg_M2;Panel;LW;3211;Счётчик;16-bit Unsigned
alarms_manage;Panel;LW;3212;Управление журналом отказов;16-bit Unsigned
cnt_H2O2_sensor_prepare_to_work_min_left;Panel;LW;3213;количество оставшихся минут на прогрев;16-bit Unsigned
cnt_H2O2_sensor_prepare_to_work_sec_left;Panel;LW;3214;количество оставшихся секунд на прогрев;16-bit Unsigned
next_address_service;Panel;LW;3215;Следующий свободный адрес служебных переменных (с 3100 по 3199 под переменные ПИД);16-bit Unsigned
plot_number_window;Panel;LW;3300;Окно графика;16-bit Unsigned
plot_manage;Panel;LW;3301;Управление графиком;16-bit Unsigned
plot_line;Panel;LW;3302;Линия наблюдения (занимает ячеек по числу отображаемых парамтров);16-bit Unsigned
plot_concentration_H2O2;Panel;LW;3310;Параметры для сохранения в графики;16-bit Unsigned
plot_temperature_air;Panel;LW;3311;;16-bit Unsigned
plot_humidity_air;Panel;LW;3312;;16-bit Unsigned
plot_temperature_TEH_condenser;Panel;LW;3313;;16-bit Unsigned
plot_temperature_TEH_air;Panel;LW;3314;;16-bit Unsigned
plot_TEHcondenser_out;Panel;LW;3315;;16-bit Unsigned
plot_TEHair_out;Panel;LW;3316;;16-bit Unsigned
